gender,case_criminality,age_group,entry_year
Male,2 Pending Criminal Charges,31-40,2021.0
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,31-40,2024.0
Male,1 Convicted Criminal,31-40,
Male,2 Pending Criminal Charges,21-30,2019.0
Female,1 Convicted Criminal,21-30,2025.0
Female,3 Other Immigration Violator,21-30,2023.0
Male,1 Convicted Criminal,31-40,
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,11-20,2021.0
Male,2 Pending Criminal Charges,21-30,2024.0
Male,3 Other Immigration Violator,31-40,
Male,2 Pending Criminal Charges,21-30,2025.0
Female,3 Other Immigration Violator,21-30,2025.0
Male,1 Convicted Criminal,31-40,
Male,3 Other Immigration Violator,21-30,2025.0
Male,3 Other Immigration Violator,21-30,2022.0
Male,2 Pending Criminal Charges,31-40,2023.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,31-40,
Female,3 Other Immigration Violator,41-50,2022.0
Male,1 Convicted Criminal,51-60,
Male,3 Other Immigration Violator,11-20,2025.0
Male,1 Convicted Criminal,11-20,2025.0
Male,3 Other Immigration Violator,31-40,2024.0
Female,3 Other Immigration Violator,31-40,2020.0
Female,2 Pending Criminal Charges,21-30,
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,31-40,2021.0
Male,2 Pending Criminal Charges,41-50,
Male,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,31-40,2021.0
Female,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,21-30,2025.0
Male,3 Other Immigration Violator,11-20,2025.0
Male,3 Other Immigration Violator,21-30,2025.0
Male,1 Convicted Criminal,41-50,2025.0
Male,2 Pending Criminal Charges,31-40,2022.0
Male,3 Other Immigration Violator,51-60,2022.0
Male,1 Convicted Criminal,21-30,2025.0
Male,3 Other Immigration Violator,21-30,2025.0
Male,1 Convicted Criminal,31-40,2024.0
Male,3 Other Immigration Violator,31-40,2025.0
Female,3 Other Immigration Violator,<10,2023.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,1 Convicted Criminal,41-50,
Female,2 Pending Criminal Charges,41-50,
Male,3 Other Immigration Violator,31-40,2024.0
Female,3 Other Immigration Violator,41-50,2024.0
Male,1 Convicted Criminal,21-30,
Male,3 Other Immigration Violator,<10,2025.0
Male,3 Other Immigration Violator,21-30,2025.0
Male,3 Other Immigration Violator,41-50,2021.0
Female,3 Other Immigration Violator,31-40,2009.0
Female,2 Pending Criminal Charges,11-20,2023.0
Male,3 Other Immigration Violator,21-30,2023.0
Female,1 Convicted Criminal,41-50,2024.0
Male,2 Pending Criminal Charges,51-60,2023.0
Male,1 Convicted Criminal,51-60,2016.0
Male,3 Other Immigration Violator,11-20,2025.0
Male,2 Pending Criminal Charges,21-30,2022.0
Female,3 Other Immigration Violator,21-30,2023.0
Female,3 Other Immigration Violator,21-30,2022.0
Male,3 Other Immigration Violator,31-40,2022.0
Male,3 Other Immigration Violator,41-50,2024.0
Female,3 Other Immigration Violator,<10,2022.0
Male,3 Other Immigration Violator,<10,2022.0
Male,3 Other Immigration Violator,21-30,2024.0
Female,3 Other Immigration Violator,11-20,2021.0
Male,3 Other Immigration Violator,31-40,2021.0
Female,3 Other Immigration Violator,31-40,2021.0
Male,3 Other Immigration Violator,11-20,2021.0
Female,3 Other Immigration Violator,21-30,2025.0
Female,3 Other Immigration Violator,31-40,2021.0
Female,3 Other Immigration Violator,31-40,
Male,3 Other Immigration Violator,11-20,2025.0
Female,3 Other Immigration Violator,11-20,2025.0
Male,3 Other Immigration Violator,31-40,2021.0
Male,3 Other Immigration Violator,41-50,
Female,3 Other Immigration Violator,11-20,2025.0
Male,3 Other Immigration Violator,11-20,2021.0
Male,2 Pending Criminal Charges,31-40,2023.0
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,41-50,
Male,3 Other Immigration Violator,41-50,
Female,3 Other Immigration Violator,21-30,2022.0
Male,1 Convicted Criminal,31-40,2023.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,31-40,2014.0
Male,2 Pending Criminal Charges,31-40,2024.0
Male,1 Convicted Criminal,31-40,2017.0
Male,1 Convicted Criminal,51-60,2005.0
Male,3 Other Immigration Violator,41-50,2024.0
Male,1 Convicted Criminal,21-30,
Male,3 Other Immigration Violator,31-40,2022.0
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,31-40,2024.0
Female,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,21-30,2024.0
Male,1 Convicted Criminal,51-60,
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,41-50,2021.0
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,21-30,2021.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,51-60,
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,41-50,2024.0
Male,1 Convicted Criminal,31-40,2023.0
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,41-50,2023.0
Male,3 Other Immigration Violator,21-30,
Male,2 Pending Criminal Charges,31-40,2023.0
Male,2 Pending Criminal Charges,31-40,
Male,1 Convicted Criminal,51-60,2020.0
Male,3 Other Immigration Violator,21-30,
Male,2 Pending Criminal Charges,31-40,2022.0
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,41-50,2021.0
Male,2 Pending Criminal Charges,21-30,2022.0
Female,3 Other Immigration Violator,<10,2024.0
Male,3 Other Immigration Violator,41-50,
Male,3 Other Immigration Violator,31-40,2025.0
Female,2 Pending Criminal Charges,21-30,2020.0
Male,2 Pending Criminal Charges,31-40,
Male,1 Convicted Criminal,31-40,2022.0
Male,2 Pending Criminal Charges,31-40,2023.0
Male,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,21-30,2024.0
Female,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,1 Convicted Criminal,31-40,2022.0
Male,1 Convicted Criminal,21-30,2022.0
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,21-30,
Male,2 Pending Criminal Charges,21-30,2021.0
Male,2 Pending Criminal Charges,21-30,2024.0
Male,2 Pending Criminal Charges,31-40,2014.0
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,31-40,2021.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,11-20,2023.0
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,41-50,2024.0
Male,3 Other Immigration Violator,41-50,
Male,3 Other Immigration Violator,41-50,2023.0
Male,1 Convicted Criminal,21-30,
Male,3 Other Immigration Violator,31-40,2023.0
Male,3 Other Immigration Violator,41-50,
Female,3 Other Immigration Violator,41-50,2024.0
Male,3 Other Immigration Violator,21-30,
Male,2 Pending Criminal Charges,21-30,2023.0
Male,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,41-50,2021.0
Female,3 Other Immigration Violator,<10,2023.0
Male,2 Pending Criminal Charges,11-20,2022.0
Male,1 Convicted Criminal,41-50,2023.0
Male,2 Pending Criminal Charges,21-30,2022.0
Male,3 Other Immigration Violator,31-40,2024.0
Male,3 Other Immigration Violator,21-30,
Male,3 Other Immigration Violator,31-40,2023.0
Male,2 Pending Criminal Charges,51-60,2025.0
Male,3 Other Immigration Violator,51-60,2023.0
Male,2 Pending Criminal Charges,31-40,2021.0
Male,3 Other Immigration Violator,41-50,2021.0
Male,3 Other Immigration Violator,31-40,2022.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,21-30,2022.0
Male,1 Convicted Criminal,21-30,2024.0
Male,2 Pending Criminal Charges,21-30,2024.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,2 Pending Criminal Charges,31-40,
Male,3 Other Immigration Violator,31-40,
Male,3 Other Immigration Violator,41-50,2024.0
Male,3 Other Immigration Violator,21-30,2023.0
Male,3 Other Immigration Violator,31-40,2024.0
Female,3 Other Immigration Violator,31-40,2021.0
Male,2 Pending Criminal Charges,21-30,2024.0
Female,3 Other Immigration Violator,31-40,2022.0
Male,3 Other Immigration Violator,21-30,2021.0
Male,1 Convicted Criminal,31-40,2021.0
Male,2 Pending Criminal Charges,41-50,
Male,1 Convicted Criminal,21-30,2025.0
Female,2 Pending Criminal Charges,41-50,2024.0
Female,3 Other Immigration Violator,41-50,2024.0
Male,2 Pending Criminal Charges,21-30,
Male,3 Other Immigration Violator,51-60,2021.0
Female,3 Other Immigration Violator,31-40,2025.0
Female,3 Other Immigration Violator,21-30,2023.0
Female,1 Convicted Criminal,41-50,2025.0
Male,1 Convicted Criminal,31-40,2025.0
Male,3 Other Immigration Violator,11-20,2025.0
Female,3 Other Immigration Violator,41-50,2024.0
Male,3 Other Immigration Violator,31-40,2021.0
Male,3 Other Immigration Violator,31-40,2025.0
Male,3 Other Immigration Violator,31-40,2015.0
Male,1 Convicted Criminal,21-30,2025.0
Male,3 Other Immigration Violator,31-40,2023.0
Male,1 Convicted Criminal,31-40,
Male,3 Other Immigration Violator,21-30,2024.0
Male,3 Other Immigration Violator,21-30,2025.0
